# task3_csv_schema=1
mode,frame_id,target_q15,truth_class,predicted_class,confidence_q15,inference_us,transport_retries,rtos_status,pwm,actuator_q15,rtos_processing_us,round_trip_us,error_code,duplicate,recovered
AI,496,13387,3,3,32767,561,0,0,66,19196,81,1107,0,0,0
AI,497,13305,3,3,32767,595,0,0,50,19396,73,649,0,0,0
AI,498,13143,3,3,32767,591,0,0,37,19544,66,614,0,0,0
AI,499,12919,3,3,32767,576,0,0,28,19656,11,1138,0,0,0
AI,500,12651,3,3,32767,587,0,0,21,19740,4,646,0,0,0
AI,501,12357,3,3,32767,836,0,0,16,19804,85,1168,0,0,0
AI,502,12056,3,3,32767,613,0,0,12,19852,69,564,0,0,0
AI,503,11764,3,3,20537,581,0,0,9,19888,69,1036,0,0,0
AI,504,11498,3,3,32767,621,0,0,7,19916,46,894,0,0,0
AI,505,11273,3,3,32767,609,0,0,5,19936,8,871,0,0,0
AI,506,11101,3,3,28633,617,0,0,4,19952,49,872,0,0,0
AI,507,10991,3,3,32767,616,0,0,3,19964,49,790,0,0,0
AI,508,10950,3,3,19719,811,0,0,2,19972,11,910,0,0,0
AI,509,10983,3,3,32767,598,0,0,1,19976,77,964,0,0,0
AI,510,11090,3,3,30090,525,0,0,1,19980,11,818,0,0,0
AI,511,11268,3,3,21454,651,0,0,1,19984,82,762,0,0,0
AI,512,11512,3,3,21698,611,0,0,1,19988,46,764,0,0,0
AI,513,11813,3,3,32767,535,0,0,0,19988,10,1085,0,0,0
AI,514,12159,3,3,32767,583,0,0,0,19988,48,894,0,0,0
AI,515,12538,3,3,32767,623,0,0,0,19988,46,875,0,0,0
AI,516,12933,3,3,32767,607,0,0,0,19988,47,922,0,0,0
AI,517,13328,3,3,13815,601,0,0,0,19988,71,960,0,0,0
AI,518,13703,3,3,26699,1033,0,0,0,19988,81,1080,0,0,0
AI,519,14041,3,3,32767,626,0,0,0,19988,4,499,0,0,0
AI,520,14323,3,3,32767,626,0,0,0,19988,9,797,0,0,0
AI,521,14531,3,3,32767,613,0,0,0,19988,44,766,0,0,0
AI,522,14648,3,3,27239,1068,0,0,0,19988,82,936,0,0,0
AI,523,14660,3,3,32767,527,0,0,0,19988,9,809,0,0,0
AI,524,14553,3,3,32767,970,0,0,0,19988,84,989,0,0,0
AI,525,14318,3,3,32767,1049,0,0,0,19988,83,1016,0,0,0
AI,526,13947,3,3,32767,991,0,0,0,19988,49,1004,0,0,0
AI,527,13436,3,3,32767,981,0,0,0,19988,48,1018,0,0,0
AI,528,12784,3,3,32767,1057,0,0,0,19988,82,1050,0,0,0
AI,529,11994,3,3,32767,555,0,0,0,19988,10,1283,0,0,0
AI,530,11072,3,3,32767,671,0,0,0,19988,86,1234,0,0,0
AI,531,10026,3,3,32767,874,0,0,0,19988,81,972,0,0,0
AI,532,8869,3,3,13674,651,0,0,0,19988,92,1249,0,0,0
AI,533,7615,3,3,5310,650,0,0,0,19988,96,1203,0,0,0
AI,534,6283,3,3,1201,1050,0,0,0,19988,84,1252,0,0,0
AI,535,4890,2,2,8711,531,0,0,-1000,15988,81,910,0,0,0
AI,536,3458,2,2,10526,834,0,0,-999,11992,69,585,0,0,0
AI,537,2007,2,2,23087,844,0,0,-749,8996,94,735,0,0,0
AI,538,560,2,2,32767,633,0,0,-562,6748,44,427,0,0,0
AI,539,-863,2,2,32767,633,0,0,-421,5064,45,515,0,0,0
AI,540,-2240,2,2,32767,1055,0,0,-316,3800,4,501,0,0,0
AI,541,-3553,2,2,19631,633,0,0,-237,2852,47,445,0,0,0
AI,542,-4784,2,2,5943,627,0,0,-178,2140,47,449,0,0,0
AI,543,-5918,2,2,6323,905,0,0,-133,1608,95,1183,0,0,0
AI,544,-6943,1,1,5636,665,0,0,-1000,-2392,84,860,0,0,0
AI,545,-7850,1,1,5551,828,0,0,-1000,-6392,6,931,0,0,0
AI,546,-8632,1,1,27362,1044,0,0,-850,-9792,4,624,0,0,0
AI,547,-9286,1,1,15024,700,0,0,-638,-12344,12,1138,0,0,0
AI,548,-9813,1,1,32767,1038,0,0,-478,-14256,84,937,0,0,0
AI,549,-10216,1,1,32767,636,0,0,-359,-15692,9,837,0,0,0
AI,550,-10503,1,1,29707,1043,0,0,-269,-16768,71,650,0,0,0
AI,551,-10682,1,1,32767,1041,0,0,-202,-17576,83,944,0,0,0
AI,552,-10768,1,1,18831,633,0,0,-151,-18180,94,1067,0,0,0
AI,553,-10772,1,1,25128,1036,0,0,-113,-18632,85,994,0,0,0
AI,554,-10713,1,1,32767,1040,0,0,-85,-18972,80,975,0,0,0
AI,555,-10607,1,1,28487,1037,0,0,-64,-19228,83,1061,0,0,0
AI,556,-10471,1,1,32767,1064,0,0,-48,-19420,85,951,0,0,0
AI,557,-10325,1,1,20135,1038,0,0,-36,-19564,81,900,0,0,0
AI,558,-10184,1,1,14989,855,0,0,-27,-19672,97,690,0,0,0
AI,559,-10067,1,1,26143,1062,0,0,-20,-19752,3,744,0,0,0
AI,560,-9988,1,1,32767,1040,0,0,-15,-19812,84,944,0,0,0
AI,561,-9959,1,1,32767,1053,0,0,-11,-19856,102,982,0,0,0
AI,562,-9992,1,1,21736,1056,0,0,-9,-19892,10,916,0,0,0
AI,563,-10093,1,1,16135,1064,0,0,-6,-19916,11,915,0,0,0
AI,564,-10269,1,1,21280,1044,0,0,-5,-19936,83,991,0,0,0
AI,565,-10521,1,1,32767,935,0,0,-4,-19952,83,1031,0,0,0
AI,566,-10848,1,1,19093,549,0,0,-3,-19964,58,997,0,0,0
AI,567,-11244,1,1,31871,543,0,0,-2,-19972,10,889,0,0,0
AI,568,-11702,1,1,32767,1077,0,0,-1,-19976,77,1006,0,0,0
AI,569,-12212,1,1,26760,533,0,0,-1,-19980,9,923,0,0,0
AI,570,-12760,1,1,32767,644,0,0,-1,-19984,86,857,0,0,0
AI,571,-13332,1,1,18139,536,0,0,-1,-19988,9,757,0,0,0
AI,572,-13910,1,1,26322,1069,0,0,0,-19988,44,652,0,0,0
AI,573,-14476,1,1,32767,1046,0,0,0,-19988,86,715,0,0,0
AI,574,-15011,1,1,29901,1039,0,0,0,-19988,78,655,0,0,0
AI,575,-15497,1,1,32767,912,0,0,0,-19988,93,955,0,0,0
AI,576,-15913,1,1,32767,538,0,0,0,-19988,46,975,0,0,0
AI,577,-16244,1,1,23870,637,0,0,0,-19988,61,1372,0,0,0
AI,578,-16471,1,1,32767,649,0,0,0,-19988,103,1132,0,0,0
AI,579,-16581,1,1,27747,657,0,0,0,-19988,46,531,0,0,0
AI,580,-16562,1,1,32767,658,0,0,0,-19988,4,589,0,0,0
AI,581,-16405,1,1,22744,868,0,0,0,-19988,90,743,0,0,0
AI,582,-16103,1,1,32767,915,0,0,0,-19988,81,1006,0,0,0
AI,583,-15654,1,1,17745,666,0,0,0,-19988,87,1302,0,0,0
AI,584,-15057,1,1,32767,630,0,0,0,-19988,19,396,0,0,0
AI,585,-14318,1,1,32273,651,0,0,0,-19988,52,647,0,0,0
AI,586,-13443,1,1,32767,646,0,0,0,-19988,43,459,0,0,0
AI,587,-12442,1,1,32767,907,0,0,0,-19988,72,693,0,0,0
AI,588,-11330,1,1,23773,529,0,0,0,-19988,39,771,0,0,0
AI,589,-10120,1,1,32767,932,0,0,0,-19988,9,666,0,0,0
AI,590,-8833,1,1,19344,1076,0,0,0,-19988,80,754,0,0,0
AI,591,-7486,1,1,23885,1036,0,0,0,-19988,99,693,0,0,0
AI,592,-6101,1,1,5076,530,0,0,0,-19988,9,691,0,0,0
AI,593,-4700,2,2,10579,897,0,0,1000,-15988,6,700,0,0,0
AI,594,-3303,2,2,32767,1042,0,0,999,-11992,11,1002,0,0,0
AI,595,-1932,2,2,28716,1047,0,0,749,-8996,81,939,0,0,0
AI,596,-606,2,2,25631,1044,0,0,562,-6748,79,958,0,0,0
AI,597,656,2,2,13084,1044,0,0,421,-5064,91,932,0,0,0
AI,598,1838,2,2,32767,1045,0,0,316,-3800,11,902,0,0,0
AI,599,2927,2,2,11062,1039,0,0,237,-2852,11,960,0,0,0
